Year,Team,Pace,ORtg,DRtg,NRtg,TS%,eFG%,TOV%,ORB%,FT/FGA
2001,Vancouver Grizzlies,91.7,99.6,105.8,-6.2,0.51,0.491,13.8,26.1,0.194
2001,Washington Wizards,92.7,100.6,107.8,-7.2,0.514,0.503,14.1,29.7,0.236
2001,Golden State Warriors,94.1,97.8,107.4,-9.6,0.47,0.504,15.0,33.3,0.227
2001,Chicago Bulls,89.3,97.2,107.3,-10.1,0.495,0.499,14.3,26.6,0.254
2002,Sacramento Kings,95.6,109.0,101.1,7.9,0.539,0.467,13.6,27.9,0.185
2002,Los Angeles Lakers,92.1,109.4,101.7,7.7,0.534,0.453,13.0,28.8,0.233
2002,San Antonio Spurs,90.0,106.5,99.7,6.8,0.539,0.453,13.7,27.2,0.189
2002,New Jersey Nets,91.8,104.0,99.5,4.5,0.515,0.459,14.9,29.2,0.213
2002,Dallas Mavericks,92.8,112.2,107.7,4.5,0.553,0.485,12.9,26.1,0.239
2002,Minnesota Timberwolves,90.5,109.0,105.3,3.7,0.532,0.482,12.7,31.3,0.218
2002,Portland Trail Blazers,89.3,107.4,104.0,3.4,0.528,0.489,14.2,31.8,0.202
2002,Seattle SuperSonics,89.0,108.9,105.6,3.3,0.54,0.485,14.5,29.4,0.206
2002,Boston Celtics,92.5,103.4,101.0,2.4,0.52,0.464,15.1,24.1,0.245
2002,Detroit Pistons,90.0,104.8,102.4,2.4,0.54,0.474,14.8,24.4,0.206
2002,Philadelphia 76ers,88.9,102.1,100.3,1.8,0.507,0.46,14.2,31.7,0.208
2002,Orlando Magic,93.2,107.0,105.3,1.7,0.533,0.486,14.4,26.3,0.215
2002,Utah Jazz,90.3,105.6,104.6,1.0,0.529,0.484,15.9,33.5,0.286
2002,Charlotte Hornets,89.7,104.3,103.3,1.0,0.513,0.465,13.3,30.6,0.226
2002,Indiana Pacers,91.9,104.1,103.8,0.3,0.527,0.469,13.2,27.0,0.227
2002,Milwaukee Bucks,90.2,106.9,107.1,-0.2,0.544,0.477,12.0,25.6,0.217
2002,Los Angeles Clippers,90.1,105.5,106.0,-0.5,0.519,0.477,12.1,31.3,0.194
2002,Toronto Raptors,88.8,102.6,103.1,-0.5,0.501,0.471,14.7,31.4,0.237
2002,Phoenix Suns,91.4,103.3,104.0,-0.7,0.51,0.476,14.4,30.1,0.227
2002,Washington Wizards,88.3,104.8,106.4,-1.6,0.508,0.484,13.0,30.7,0.214
2002,Miami Heat,87.4,98.5,100.2,-1.7,0.501,0.455,13.6,26.6,0.249
2002,Cleveland Cavaliers,90.3,104.6,108.2,-3.6,0.524,0.493,12.3,28.9,0.226
2002,New York Knicks,89.7,101.5,105.9,-4.4,0.514,0.479,12.9,25.6,0.236
2002,Atlanta Hawks,91.9,101.8,106.4,-4.6,0.517,0.495,14.1,27.5,0.218
2002,Houston Rockets,88.2,103.1,108.6,-5.5,0.507,0.491,11.5,29.0,0.178
2002,Golden State Warriors,94.5,102.8,108.5,-5.7,0.499,0.488,12.9,35.3,0.232
2002,Denver Nuggets,90.4,101.4,107.8,-6.4,0.495,0.492,13.6,30.6,0.245
2002,Memphis Grizzlies,91.1,98.2,106.3,-8.1,0.501,0.486,13.7,27.8,0.197
2002,Chicago Bulls,90.5,98.2,107.6,-9.4,0.499,0.497,13.7,26.6,0.239
2003,Dallas Mavericks,92.5,110.7,102.3,8.4,0.543,0.473,14.8,25.4,0.221
2003,Sacramento Kings,95.4,105.9,99.1,6.8,0.535,0.446,13.6,25.6,0.204
2003,San Antonio Spurs,90.0,105.6,99.7,5.9,0.541,0.453,14.2,28.8,0.199
2003,New Jersey Nets,91.6,103.8,98.1,5.7,0.518,0.46,15.7,28.7,0.225
2003,Detroit Pistons,86.8,104.1,99.9,4.2,0.523,0.461,13.9,25.9,0.225
2003,Indiana Pacers,91.6,104.6,100.8,3.8,0.522,0.458,14.3,29.0,0.228
2003,Portland Trail Blazers,89.4,105.5,102.6,2.9,0.531,0.483,14.9,30.2,0.194
2003,Utah Jazz,89.3,105.5,102.8,2.7,0.537,0.468,15.2,32.5,0.256
2003,Los Angeles Lakers,92.5,107.2,104.7,2.5,0.528,0.477,13.4,30.2,0.241
2003,Philadelphia 76ers,91.4,105.0,102.5,2.5,0.52,0.488,16.2,30.3,0.243
2003,Minnesota Timberwolves,91.9,106.1,103.8,2.3,0.528,0.472,12.7,28.2,0.203
2003,New Orleans Hornets,89.4,103.9,101.6,2.3,0.511,0.464,14.0,31.7,0.226
2003,Houston Rockets,88.8,104.3,102.6,1.7,0.522,0.462,12.6,30.3,0.209
2003,Phoenix Suns,91.5,103.7,102.5,1.2,0.514,0.47,14.8,29.7,0.222
2003,Orlando Magic,93.1,105.2,105.0,0.2,0.526,0.486,15.1,27.0,0.25
2003,Milwaukee Bucks,90.4,108.8,108.6,0.2,0.543,0.494,13.5,25.6,0.237
2003,Seattle SuperSonics,88.0,103.7,103.9,-0.2,0.512,0.484,14.3,28.1,0.21
2003,Boston Celtics,90.9,101.2,101.6,-0.4,0.514,0.471,15.1,23.6,0.242
2003,Washington Wizards,88.2,103.0,104.1,-1.1,0.513,0.477,13.8,27.3,0.212
2003,Golden State Warriors,94.2,108.3,109.5,-1.2,0.526,0.482,12.2,35.0,0.22
2003,New York Knicks,90.7,104.7,106.2,-1.5,0.528,0.485,13.7,24.4,0.261
2003,Memphis Grizzlies,92.7,103.9,107.3,-3.4,0.526,0.491,13.4,27.0,0.197
2003,Atlanta Hawks,91.0,102.3,106.1,-3.8,0.527,0.469,12.1,27.9,0.221
2003,Los Angeles Clippers,91.3,102.3,106.8,-4.5,0.516,0.481,13.1,29.1,0.222
2003,Chicago Bulls,93.5,100.2,105.6,-5.4,0.512,0.47,13.3,27.7,0.263
2003,Miami Heat,87.8,96.7,102.4,-5.7,0.483,0.47,14.1,26.8,0.257
2003,Toronto Raptors,89.9,100.5,107.0,-6.5,0.497,0.489,13.1,28.2,0.226
2003,Denver Nuggets,91.0,92.2,101.3,-9.1,0.469,0.477,16.5,31.3,0.29
2003,Cleveland Cavaliers,94.0,96.5,106.7,-10.2,0.491,0.484,13.0,31.0,0.252
2004,San Antonio Spurs,89.2,102.2,94.1,8.1,0.511,0.433,14.8,29.5,0.215
2004,Detroit Pistons,87.9,102.0,95.4,6.6,0.511,0.441,15.5,30.1,0.202
2004,Indiana Pacers,87.5,103.8,97.2,6.6,0.52,0.459,15.7,28.5,0.218
2004,Minnesota Timberwolves,89.0,105.9,99.7,6.2,0.528,0.444,12.9,26.7,0.215
2004,Sacramento Kings,92.8,110.3,104.9,5.4,0.554,0.483,13.7,26.0,0.193
2004,Dallas Mavericks,93.2,112.1,107.4,4.7,0.536,0.498,13.9,31.4,0.214
2004,Los Angeles Lakers,92.3,105.5,101.3,4.2,0.522,0.471,14.3,28.1,0.222
2004,New Jersey Nets,89.4,100.8,98.0,2.8,0.515,0.46,15.7,25.9,0.221
2004,Memphis Grizzlies,91.4,104.8,102.2,2.6,0.522,0.465,15.7,29.5,0.251
2004,Houston Rockets,87.8,100.9,99.0,1.9,0.528,0.447,13.1,26.5,0.233
2004,Denver Nuggets,93.3,103.9,102.7,1.2,0.517,0.481,15.6,30.5,0.221
2004,Milwaukee Bucks,91.6,106.5,105.4,1.1,0.528,0.485,13.3,27.6,0.213
2004,Miami Heat,88.0,102.2,101.7,0.5,0.51,0.463,14.5,27.4,0.26
2004,New Orleans Hornets,89.1,102.3,102.4,-0.1,0.505,0.476,15.0,30.6,0.218
2004,Seattle SuperSonics,89.9,107.3,108.0,-0.7,0.54,0.487,13.9,27.2,0.237
2004,Golden State Warriors,89.8,103.0,103.8,-0.8,0.517,0.476,13.3,28.4,0.211
2004,Portland Trail Blazers,86.2,103.7,105.1,-1.4,0.515,0.482,13.3,31.2,0.186
2004,Utah Jazz,86.6,101.9,103.3,-1.4,0.509,0.468,15.4,34.1,0.319
2004,Boston Celtics,93.2,102.1,103.7,-1.6,0.532,0.479,15.7,25.2,0.24
2004,New York Knicks,89.5,101.7,103.3,-1.6,0.518,0.461,13.2,28.0,0.259
2004,Philadelphia 76ers,88.0,99.1,101.9,-2.8,0.505,0.467,14.7,28.2,0.231
2004,Cleveland Cavaliers,90.8,101.4,104.2,-2.8,0.498,0.469,12.3,31.1,0.221
2004,Toronto Raptors,86.8,97.0,100.4,-3.4,0.495,0.449,14.1,23.8,0.241
2004,Phoenix Suns,92.6,101.4,105.5,-4.1,0.515,0.482,14.7,26.6,0.24
2004,Los Angeles Clippers,91.0,103.5,108.5,-5.0,0.512,0.494,12.9,32.8,0.231
2004,Atlanta Hawks,90.8,101.0,106.1,-5.1,0.514,0.476,13.1,28.6,0.234
2004,Washington Wizards,92.2,98.8,104.8,-6.0,0.5,0.486,14.9,30.7,0.214
2004,Chicago Bulls,92.2,96.6,103.4,-6.8,0.486,0.469,14.1,28.1,0.253
2004,Orlando Magic,90.8,102.7,110.4,-7.7,0.504,0.502,12.7,28.1,0.214
2005,San Antonio Spurs,88.9,107.5,98.8,8.7,0.534,0.452,14.7,29.1,0.236
2005,Phoenix Suns,95.9,114.5,107.1,7.4,0.571,0.478,12.0,27.5,0.176
2005,Miami Heat,90.8,110.2,103.1,7.1,0.559,0.46,12.4,27.0,0.242
2005,Dallas Mavericks,92.7,110.3,104.1,6.2,0.545,0.472,14.3,28.6,0.239
2005,Houston Rockets,88.8,106.2,101.7,4.5,0.534,0.459,12.9,26.3,0.245
2005,Detroit Pistons,87.2,105.6,101.2,4.4,0.519,0.461,13.5,31.2,0.207
2005,Seattle SuperSonics,87.9,112.2,109.6,2.6,0.546,0.496,12.9,32.4,0.249
2005,Memphis Grizzlies,88.5,105.5,102.9,2.6,0.535,0.466,15.4,27.1,0.27
2005,Sacramento Kings,93.0,110.5,108.2,2.3,0.541,0.493,13.3,28.8,0.214
2005,Denver Nuggets,93.5,106.0,103.9,2.1,0.535,0.482,15.1,28.4,0.247
2005,Minnesota Timberwolves,89.1,108.2,106.6,1.6,0.534,0.472,11.2,28.6,0.208
2005,Chicago Bulls,92.4,101.4,100.3,1.1,0.517,0.454,14.4,28.4,0.262
2005,Boston Celtics,93.3,107.5,106.6,0.9,0.551,0.481,14.2,27.2,0.274
2005,Cleveland Cavaliers,89.7,106.6,105.7,0.9,0.518,0.485,14.1,32.5,0.248
2005,Indiana Pacers,87.2,105.5,104.6,0.9,0.534,0.472,13.6,26.4,0.261
2005,Washington Wizards,93.3,107.2,107.5,-0.3,0.523,0.498,14.6,31.1,0.23
2005,Philadelphia 76ers,94.9,103.5,104.3,-0.8,0.528,0.485,15.4,25.4,0.267
2005,Los Angeles Clippers,89.1,105.5,106.4,-0.9,0.533,0.48,13.0,30.3,0.235
2005,New Jersey Nets,89.1,101.4,103.1,-1.7,0.512,0.479,15.2,25.5,0.278
2005,Toronto Raptors,92.7,106.9,108.7,-1.8,0.539,0.499,13.4,23.7,0.24
2005,Golden State Warriors,93.3,104.7,106.9,-2.2,0.512,0.491,13.9,27.8,0.227
2005,Orlando Magic,94.7,104.9,107.3,-2.4,0.529,0.484,13.2,29.9,0.255
2005,New York Knicks,90.7,106.2,108.9,-2.7,0.531,0.501,13.8,28.3,0.265
2005,Milwaukee Bucks,90.8,106.6,109.8,-3.2,0.527,0.499,12.4,29.0,0.233
2005,Los Angeles Lakers,90.8,108.1,111.4,-3.3,0.535,0.493,11.0,29.5,0.218
2005,Portland Trail Blazers,89.8,103.2,107.7,-4.5,0.524,0.479,12.6,29.6,0.204
2005,Utah Jazz,88.4,104.7,109.5,-4.8,0.522,0.499,14.2,31.9,0.34
2005,Charlotte Bobcats,92.3,101.1,107.5,-6.4,0.497,0.497,14.7,29.5,0.269
2005,New Orleans Hornets,87.6,99.7,107.7,-8.0,0.493,0.491,13.9,29.1,0.261
2005,Atlanta Hawks,91.4,100.6,111.1,-10.5,0.504,0.513,14.0,30.7,0.289
2006,San Antonio Spurs,88.5,107.3,99.6,7.7,0.546,0.457,13.5,26.0,0.22
2006,Detroit Pistons,86.8,110.8,103.1,7.7,0.535,0.477,13.7,28.9,0.191
2006,Dallas Mavericks,87.8,111.8,105.0,6.8,0.55,0.475,13.7,31.8,0.257
2006,Phoenix Suns,95.8,111.5,105.8,5.7,0.568,0.49,13.2,22.1,0.2
2006,Memphis Grizzlies,86.3,105.9,101.6,4.3,0.537,0.469,14.7,25.8,0.237
2006,Miami Heat,91.6,108.7,104.5,4.2,0.556,0.477,12.4,26.7,0.251
2006,Los Angeles Lakers,90.9,108.4,105.7,2.7,0.539,0.486,13.4,28.8,0.242
2006,Cleveland Cavaliers,89.8,107.8,105.4,2.4,0.538,0.49,12.8,28.4,0.226
2006,Indiana Pacers,89.7,104.5,102.4,2.1,0.533,0.464,13.0,27.1,0.232
2006,Washington Wizards,92.3,109.3,107.3,2.0,0.538,0.504,15.1,29.5,0.256
2006,Sacramento Kings,91.9,106.7,105.0,1.7,0.544,0.488,13.7,25.4,0.21
2006,Los Angeles Clippers,91.7,105.3,103.6,1.7,0.54,0.471,12.2,25.4,0.24
2006,New Jersey Nets,89.8,103.9,102.4,1.5,0.528,0.476,14.0,24.0,0.266
2006,Chicago Bulls,92.9,104.0,103.4,0.6,0.527,0.464,13.9,26.3,0.295
2006,Denver Nuggets,93.9,105.5,105.2,0.3,0.535,0.493,14.7,26.8,0.227
2006,Milwaukee Bucks,91.2,106.3,107.4,-1.1,0.535,0.504,13.8,27.3,0.262
2006,Orlando Magic,88.3,106.3,107.5,-1.2,0.543,0.49,13.0,28.5,0.264
2006,Golden State Warriors,93.3,104.8,106.2,-1.4,0.521,0.492,14.1,26.9,0.243
2006,Houston Rockets,88.0,101.6,103.3,-1.7,0.519,0.472,13.1,25.5,0.247
2006,Boston Celtics,92.2,105.2,106.9,-1.7,0.551,0.49,13.8,25.5,0.282
2006,Minnesota Timberwolves,88.8,102.4,104.5,-2.1,0.524,0.475,13.4,25.2,0.236
2006,Philadelphia 76ers,92.7,106.0,108.1,-2.1,0.538,0.5,14.3,25.6,0.24
2006,Utah Jazz,87.8,104.1,107.0,-2.9,0.519,0.49,14.0,32.4,0.303
2006,New Orleans/Oklahoma City Hornets,89.0,103.7,106.8,-3.1,0.515,0.502,14.3,26.9,0.243
2006,Toronto Raptors,91.1,109.5,112.7,-3.2,0.548,0.53,13.5,25.4,0.263
2006,Seattle SuperSonics,91.6,111.1,114.4,-3.3,0.551,0.527,13.6,30.4,0.26
2006,Charlotte Bobcats,93.4,102.5,106.7,-4.2,0.509,0.514,16.5,27.1,0.263
2006,Atlanta Hawks,90.4,106.4,111.6,-5.2,0.534,0.513,14.1,31.4,0.275
2006,New York Knicks,90.8,104.0,111.0,-7.0,0.534,0.511,13.4,31.2,0.294
2006,Portland Trail Blazers,87.6,101.1,111.9,-10.8,0.511,0.507,12.6,26.6,0.231
2007,San Antonio Spurs,89.8,109.2,99.9,9.3,0.561,0.471,14.0,24.2,0.201
2007,Dallas Mavericks,89.5,111.3,103.2,8.1,0.559,0.477,14.2,28.7,0.265
2007,Phoenix Suns,95.6,113.9,106.4,7.5,0.59,0.492,13.6,22.7,0.206
2007,Chicago Bulls,93.6,104.9,99.6,5.3,0.534,0.473,16.2,28.6,0.252
2007,Houston Rockets,90.7,106.0,100.7,5.3,0.54,0.466,13.6,25.7,0.23
2007,Detroit Pistons,87.3,108.9,104.2,4.7,0.535,0.477,14.3,28.3,0.234
2007,Cleveland Cavaliers,90.8,105.5,101.3,4.2,0.522,0.48,14.7,29.7,0.243
2007,Utah Jazz,91.6,110.1,107.0,3.1,0.551,0.496,14.4,31.7,0.314
2007,Denver Nuggets,97.4,107.6,105.9,1.7,0.548,0.499,14.5,28.9,0.203
2007,Toronto Raptors,92.6,107.0,106.0,1.0,0.55,0.503,14.3,22.2,0.219
2007,Orlando Magic,89.9,104.9,104.1,0.8,0.544,0.48,14.6,29.3,0.286
2007,Los Angeles Lakers,93.5,108.6,108.6,0.0,0.554,0.5,13.5,26.1,0.262
2007,Golden State Warriors,99.2,107.0,107.4,-0.4,0.548,0.506,16.1,25.6,0.264
2007,Washington Wizards,94.1,110.1,110.6,-0.5,0.542,0.517,14.4,28.1,0.249
2007,Los Angeles Clippers,90.8,105.1,105.6,-0.5,0.537,0.488,13.3,27.2,0.249
2007,New Jersey Nets,91.4,105.7,106.6,-0.9,0.546,0.49,13.7,24.6,0.266
2007,Miami Heat,89.9,104.3,105.3,-1.0,0.541,0.485,13.8,24.9,0.232
2007,New Orleans/Oklahoma City Hornets,90.2,104.8,106.5,-1.7,0.52,0.499,13.2,29.1,0.212
2007,Sacramento Kings,94.8,106.2,108.0,-1.8,0.545,0.513,14.9,23.1,0.24
2007,Indiana Pacers,92.4,102.9,105.5,-2.6,0.523,0.491,14.8,28.4,0.271
2007,Seattle SuperSonics,91.8,107.2,110.3,-3.1,0.544,0.515,14.1,27.8,0.243
2007,New York Knicks,90.8,105.7,108.8,-3.1,0.539,0.504,13.0,31.0,0.246
2007,Philadelphia 76ers,90.7,103.6,106.9,-3.3,0.53,0.501,14.7,27.2,0.221
2007,Boston Celtics,92.0,103.2,106.9,-3.7,0.53,0.502,14.5,27.0,0.28
2007,Minnesota Timberwolves,91.0,103.9,107.9,-4.0,0.537,0.498,13.3,25.1,0.226
2007,Charlotte Bobcats,92.0,103.6,107.6,-4.0,0.524,0.5,14.7,26.4,0.279
2007,Milwaukee Bucks,92.3,107.0,111.7,-4.7,0.541,0.522,14.5,27.6,0.234
2007,Portland Trail Blazers,88.3,105.1,109.9,-4.8,0.53,0.508,13.5,28.2,0.267
2007,Atlanta Hawks,90.0,103.0,108.3,-5.3,0.523,0.503,14.5,29.2,0.268
2007,Memphis Grizzlies,93.6,106.9,112.3,-5.4,0.555,0.529,14.0,25.9,0.237
2008,Boston Celtics,90.9,110.2,98.9,11.3,0.569,0.457,15.2,26.6,0.253
2008,Detroit Pistons,87.3,111.4,102.9,8.5,0.539,0.47,13.4,29.4,0.244
2008,Los Angeles Lakers,95.6,113.0,105.5,7.5,0.57,0.485,12.9,26.3,0.214
2008,Utah Jazz,93.2,113.8,106.5,7.3,0.573,0.501,15.0,29.5,0.294
2008,Orlando Magic,93.4,111.3,105.5,5.8,0.575,0.484,12.3,23.4,0.217
2008,New Orleans Hornets,89.9,111.5,105.7,5.8,0.548,0.501,13.5,27.0,0.184
2008,San Antonio Spurs,88.8,107.2,101.8,5.4,0.543,0.477,12.8,23.4,0.201
2008,Houston Rockets,90.4,106.8,101.6,5.2,0.528,0.465,12.8,29.1,0.214
2008,Phoenix Suns,96.7,113.3,108.1,5.2,0.59,0.488,11.8,22.4,0.191
2008,Dallas Mavericks,90.2,111.1,106.1,5.0,0.554,0.474,11.7,26.7,0.252
2008,Denver Nuggets,99.7,110.0,106.3,3.7,0.557,0.499,14.1,25.5,0.203
2008,Toronto Raptors,90.2,110.2,107.0,3.2,0.551,0.505,13.5,23.4,0.205
2008,Golden State Warriors,98.8,111.8,109.5,2.3,0.548,0.509,14.7,27.2,0.258
2008,Philadelphia 76ers,90.4,106.4,106.0,0.4,0.522,0.504,15.1,31.8,0.205
2008,Washington Wizards,89.5,109.2,109.6,-0.4,0.535,0.513,13.5,28.9,0.217
2008,Cleveland Cavaliers,90.2,106.0,106.4,-0.4,0.52,0.494,12.9,30.4,0.24
2008,Portland Trail Blazers,87.9,107.3,108.4,-1.1,0.532,0.491,12.1,26.8,0.212
2008,Indiana Pacers,97.7,106.0,107.5,-1.5,0.54,0.498,14.1,24.4,0.271
2008,Atlanta Hawks,91.1,106.9,108.9,-2.0,0.535,0.501,12.9,29.7,0.217
2008,Sacramento Kings,94.7,107.5,109.9,-2.4,0.556,0.51,13.9,25.2,0.256
2008,Chicago Bulls,93.0,103.9,107.2,-3.3,0.515,0.496,14.2,28.9,0.258
2008,Charlotte Bobcats,91.8,104.6,109.4,-4.8,0.532,0.505,13.4,25.6,0.235
2008,New Jersey Nets,91.5,104.0,109.4,-5.4,0.528,0.497,12.7,26.6,0.271
2008,Memphis Grizzlies,95.3,105.0,111.4,-6.4,0.539,0.521,12.2,23.8,0.196
2008,New York Knicks,91.6,104.7,111.9,-7.2,0.518,0.518,12.1,28.6,0.229
2008,Minnesota Timberwolves,91.9,103.8,111.2,-7.4,0.518,0.513,12.9,27.5,0.269
2008,Milwaukee Bucks,91.3,105.3,112.8,-7.5,0.522,0.524,13.0,30.0,0.25
2008,Los Angeles Clippers,92.1,101.2,109.1,-7.9,0.519,0.503,12.8,23.1,0.236
2008,Seattle SuperSonics,96.3,100.5,109.5,-9.0,0.509,0.503,11.9,26.8,0.215
2008,Miami Heat,90.2,100.5,110.0,-9.5,0.522,0.51,13.6,22.1,0.245
2009,Cleveland Cavaliers,88.7,112.4,102.4,10.0,0.56,0.468,13.5,27.7,0.226
2009,Boston Celtics,90.4,110.5,102.3,8.2,0.571,0.47,14.0,27.9,0.253
2009,Los Angeles Lakers,94.3,112.8,104.7,8.1,0.555,0.49,14.2,29.4,0.213
2009,Orlando Magic,92.3,109.2,101.9,7.3,0.559,0.465,12.3,24.0,0.209
2009,Portland Trail Blazers,86.6,113.9,107.8,6.1,0.553,0.499,13.2,32.6,0.227
2009,Houston Rockets,90.2,108.4,104.0,4.4,0.548,0.479,11.9,26.4,0.192
2009,San Antonio Spurs,88.4,108.5,104.3,4.2,0.548,0.487,11.7,22.1,0.191
2009,Denver Nuggets,94.3,110.4,106.8,3.6,0.563,0.485,14.1,27.5,0.259
2009,Utah Jazz,93.1,110.1,107.3,2.8,0.554,0.505,15.0,28.2,0.262
2009,Dallas Mavericks,91.5,110.5,108.4,2.1,0.55,0.493,12.3,26.6,0.225
2009,Phoenix Suns,96.0,113.6,111.6,2.0,0.584,0.511,12.8,27.7,0.233
2009,Atlanta Hawks,89.6,109.3,107.6,1.7,0.546,0.494,13.2,26.0,0.21
2009,New Orleans Hornets,87.8,108.7,107.0,1.7,0.548,0.496,13.2,24.6,0.23
2009,Miami Heat,89.9,107.8,107.6,0.2,0.54,0.501,14.5,24.6,0.251
2009,Philadelphia 76ers,90.0,107.9,107.8,0.1,0.532,0.507,14.9,31.3,0.216
2009,Chicago Bulls,93.1,108.4,108.7,-0.3,0.541,0.493,13.1,28.0,0.238
2009,Detroit Pistons,86.7,107.4,108.0,-0.6,0.524,0.485,11.7,27.9,0.248
2009,Indiana Pacers,96.5,108.1,109.2,-1.1,0.545,0.499,12.7,25.4,0.271
2009,Milwaukee Bucks,92.6,106.7,107.9,-1.2,0.531,0.503,15.6,27.8,0.315
2009,Charlotte Bobcats,88.3,104.7,106.1,-1.4,0.536,0.498,14.4,27.7,0.229
2009,New York Knicks,96.7,108.1,110.8,-2.7,0.544,0.52,13.0,24.4,0.215
2009,New Jersey Nets,89.9,108.3,111.0,-2.7,0.543,0.509,13.0,25.2,0.272
2009,Toronto Raptors,92.0,107.0,110.0,-3.0,0.542,0.511,12.6,24.0,0.202
2009,Golden State Warriors,98.2,109.5,113.3,-3.8,0.549,0.508,12.9,26.1,0.251
2009,Minnesota Timberwolves,91.6,106.1,111.4,-5.3,0.526,0.515,12.0,27.7,0.254
2009,Memphis Grizzlies,90.1,103.5,109.5,-6.0,0.533,0.515,14.1,25.8,0.247
2009,Oklahoma City Thunder,93.6,102.9,109.4,-6.5,0.521,0.514,13.0,28.6,0.216
2009,Washington Wizards,91.0,105.4,113.6,-8.2,0.524,0.533,13.3,27.7,0.227
2009,Sacramento Kings,94.2,105.5,114.7,-9.2,0.542,0.526,13.0,24.5,0.269
2009,Los Angeles Clippers,92.1,102.3,111.7,-9.4,0.52,0.512,12.4,25.1,0.227
2010,Orlando Magic,92.0,111.4,103.3,8.1,0.573,0.477,12.2,24.6,0.205
2010,Cleveland Cavaliers,91.4,111.2,104.1,7.1,0.57,0.482,12.3,25.1,0.218
2010,Utah Jazz,93.8,110.7,105.0,5.7,0.565,0.492,14.2,26.8,0.269
2010,San Antonio Spurs,91.7,110.0,104.5,5.5,0.552,0.483,12.1,26.8,0.214
2010,Atlanta Hawks,90.1,111.9,106.7,5.2,0.545,0.496,13.2,28.2,0.208
2010,Phoenix Suns,95.3,115.3,110.2,5.1,0.585,0.491,11.6,27.6,0.224
2010,Los Angeles Lakers,92.8,108.8,103.7,5.1,0.538,0.484,13.2,27.6,0.195
2010,Denver Nuggets,94.8,111.8,107.5,4.3,0.561,0.495,13.8,26.1,0.251
2010,Boston Celtics,91.6,107.7,103.8,3.9,0.564,0.487,14.9,22.8,0.251
2010,Portland Trail Blazers,87.7,110.8,107.1,3.7,0.547,0.502,13.3,28.2,0.219
2010,Oklahoma City Thunder,93.1,108.3,104.6,3.7,0.547,0.483,14.0,28.6,0.229
2010,Dallas Mavericks,92.5,109.2,106.3,2.9,0.552,0.495,13.6,24.3,0.206
2010,Miami Heat,89.6,106.6,104.1,2.5,0.537,0.48,13.9,26.1,0.246
2010,Milwaukee Bucks,91.7,104.9,103.1,1.8,0.518,0.486,14.6,26.2,0.266
2010,Charlotte Bobcats,90.4,104.4,102.8,1.6,0.538,0.491,14.7,26.5,0.194
2010,Houston Rockets,94.0,107.6,108.0,-0.4,0.537,0.511,13.6,26.9,0.215
2010,Memphis Grizzlies,93.6,108.3,109.9,-1.6,0.536,0.52,13.2,31.3,0.205
2010,Chicago Bulls,93.1,103.5,105.3,-1.8,0.52,0.484,12.3,26.6,0.212
2010,Toronto Raptors,93.1,111.3,113.2,-1.9,0.564,0.513,11.8,24.7,0.247
2010,New Orleans Hornets,92.6,107.4,110.1,-2.7,0.543,0.523,13.5,24.8,0.205
2010,Indiana Pacers,97.1,103.7,106.8,-3.1,0.536,0.49,13.4,21.6,0.258
2010,Golden State Warriors,100.4,108.1,111.7,-3.6,0.557,0.525,15.1,20.9,0.26
2010,New York Knicks,94.0,107.6,111.6,-4.0,0.547,0.526,13.3,23.5,0.207
2010,Philadelphia 76ers,91.6,106.1,110.3,-4.2,0.534,0.518,13.8,27.6,0.231
2010,Sacramento Kings,94.0,105.3,109.9,-4.6,0.528,0.505,12.6,27.8,0.244
2010,Washington Wizards,91.6,104.2,109.4,-5.2,0.524,0.502,12.8,27.6,0.239
2010,Detroit Pistons,88.5,105.6,111.4,-5.8,0.515,0.526,14.2,30.3,0.264
2010,Los Angeles Clippers,92.6,103.3,110.1,-6.8,0.529,0.509,12.2,27.1,0.214
2010,Minnesota Timberwolves,96.1,101.7,111.6,-9.9,0.518,0.525,13.0,26.7,0.22
2010,New Jersey Nets,91.4,100.6,110.5,-9.9,0.509,0.517,13.3,25.1,0.229
2011,Miami Heat,90.9,111.7,103.5,8.2,0.573,0.475,12.6,25.2,0.223
2011,Chicago Bulls,90.4,108.3,100.3,8.0,0.541,0.463,13.6,29.4,0.222
2011,Los Angeles Lakers,90.7,111.0,104.3,6.7,0.545,0.477,12.8,29.2,0.181
2011,San Antonio Spurs,92.3,111.8,105.6,6.2,0.567,0.491,12.6,24.9,0.19
2011,Boston Celtics,90.4,106.2,100.3,5.9,0.561,0.469,14.8,21.1,0.235
2011,Orlando Magic,91.2,107.9,102.0,5.9,0.554,0.475,13.3,26.1,0.219
2011,Denver Nuggets,95.6,112.3,107.3,5.0,0.574,0.5,12.7,23.9,0.224
2011,Dallas Mavericks,91.3,109.7,105.0,4.7,0.565,0.488,13.0,24.1,0.206
2011,Oklahoma City Thunder,92.7,111.2,107.2,4.0,0.561,0.493,12.9,27.4,0.228
2011,Memphis Grizzlies,91.9,107.6,105.1,2.5,0.534,0.502,15.7,28.9,0.228
2011,Houston Rockets,94.2,111.3,109.0,2.3,0.55,0.5,12.6,27.4,0.219
2011,Portland Trail Blazers,87.9,108.8,107.1,1.7,0.533,0.51,15.4,29.5,0.231
2011,Philadelphia 76ers,91.7,106.6,105.0,1.6,0.535,0.487,13.5,24.6,0.231
